label,place,extract,url,size,image,sortkey,views,latitude,longitude
Petr Janda,Ochranný svaz autorský,"<p><b>Petr Janda</b> je český rockový zpěvák, skladatel, kytarista, majitel nahrávacího studia a vydavatelství. Petr Janda je dlouholetým frontmanem skupiny Olympic, pro kterou složil mnoho hitů; je jednou z největších legend v historii české populární hudby.</p>",https://cs.wikipedia.org/wiki/Petr_Janda,2,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ce/Petr_janda.jpg/320px-Petr_janda.jpg,158,4023.5,50.100716,14.401672
Alexander Dubček,Uhrovec,"<p><b>Alexander Dubček</b> byl československý politik slovenské národnosti, hlavní osobnost pražského jara 1968.</p>",https://cs.wikipedia.org/wiki/Alexander_Dub%C4%8Dek,2,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/Dubcek_1991_2.jpg/218px-Dubcek_1991_2.jpg,159,3981.5,48.75,18.33333333
Alexander Dubček,Univerzita Komenského,"<p><b>Alexander Dubček</b> byl československý politik slovenské národnosti, hlavní osobnost pražského jara 1968.</p>",https://cs.wikipedia.org/wiki/Alexander_Dub%C4%8Dek,2,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/Dubcek_1991_2.jpg/218px-Dubcek_1991_2.jpg,160,3981.5,48.14122222,17.11594444
Ferdinand I. Habsburský,Alcala de Henares,"<p><b>Ferdinand I. Habsburský</b> byl římskoněmecký král, římský císař, český a uherský král a rakouský arcivévoda.</p>",https://cs.wikipedia.org/wiki/Ferdinand_I._Habsbursk%C3%BD,1,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d0/Hans_Bocksberger_der_Aeltere_001.jpg/162px-Hans_Bocksberger_der_Aeltere_001.jpg,161,3980,40.481815,-3.364305
Jiří Sovák,Na Bojišti,"<p><b>Jiří Sovák</b>, vlastním jménem <b>Jiří Schmitzer</b>, byl český herec. Jeho syn Jiří Schmitzer je také hercem.</p>",https://cs.wikipedia.org/wiki/Ji%C5%99%C3%AD_Sov%C3%A1k,1,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Ji%C5%99%C3%AD_Sov%C3%A1k_-_Piese%C5%88_o_sivom_holubovi_1961_%28cropped%29.jpg/256px-Ji%C5%99%C3%AD_Sov%C3%A1k_-_Piese%C5%88_o_sivom_holubovi_1961_%28cropped%29.jpg,162,3961.5,50.073704,14.4193111
Rudolf Hrušínský mladší,Divadlo Bez zábradlí,"<p><b>Rudolf Hrušínský</b> mladší je český herec, syn herce Rudolfa Hrušínského staršího, starší bratr herce Jana Hrušínského a otec Rudolfa Hrušínského nejmladšího.

</p>
",https://cs.wikipedia.org/wiki/Rudolf_Hru%C5%A1%C3%ADnsk%C3%BD_mlad%C5%A1%C3%AD,1,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2c/Rudolf_Hru%C5%A1insk%C3%BD_mlad%C5%A1%C3%AD_%282%29.JPG/258px-Rudolf_Hru%C5%A1insk%C3%BD_mlad%C5%A1%C3%AD_%282%29.JPG,163,3956.5,50.0824986,14.4132342
Josef Lada,Hrusice,"<p><b>Josef Lada</b> byl český malíř, ilustrátor, scénograf a spisovatel.</p>",https://cs.wikipedia.org/wiki/Josef_Lada,1,https://upload.wikimedia.org/wikipedia/commons/0/0f/Josef_Lada_1940.png,164,3952,49.90991747,14.73811669
Karlos Vémola,Olomouc,"<p><b>Karlos „Terminátor“ Vémola</b>, vlastním jménem Karel Vémola, je český bojovník smíšených bojových umění (MMA), zápasník a člen Sokola. Jako první Čech se dostal do prestižní organizace Ultimate Fighting Championship (UFC). Je držitelem několika titulů ve střední a v polotěžké váze, a to jak v anglických, tak českých organizacích.</p>",https://cs.wikipedia.org/wiki/Karlos_V%C3%A9mola,1,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2c/Karlos_V%C3%A9mola.jpg/248px-Karlos_V%C3%A9mola.jpg,165,3944.5,49.59388889,17.25083333
Daniel Landa,Divadlo Kalich,"<p><b>Daniel Landa</b> je český rockový zpěvák, skladatel, amatérský bojovník muay thai, příležitostný herec a automobilový závodník. Ve své tvorbě se zabývá vlasteneckými tématy.</p>",https://cs.wikipedia.org/wiki/Daniel_Landa,1,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Daniel_Landa_Theatre_Kalich_in_Prague_2007.JPG/320px-Daniel_Landa_Theatre_Kalich_in_Prague_2007.JPG,166,3927.5,50.080256,14.421669
Vladimír Remek,Gagarinova vojenská letecká akademie,"<p><b>Vladimír Remek</b> je bývalý vojenský pilot a jediný československý kosmonaut ve vesmíru, Hrdina Československé socialistické republiky a Hrdina Sovětského svazu. Je 87. kosmonautem světa, prvním z jiné země než Sovětského svazu nebo USA, což bylo úspěchem československé kosmonautiky. Evropská kosmická agentura se k němu hlásí jako k „prvnímu evropskému kosmonautovi“.</p>",https://cs.wikipedia.org/wiki/Vladim%C3%ADr_Remek,1,https://upload.wikimedia.org/wikipedia/commons/thumb/3/30/Vladim%C3%ADr_Remek_%282018%29.jpg/256px-Vladim%C3%ADr_Remek_%282018%29.jpg,167,3920,55.84277778,38.18138889
Vladimír Remek,Letecké muzeum Kbely,"<p><b>Vladimír Remek</b> je bývalý vojenský pilot a jediný československý kosmonaut ve vesmíru, Hrdina Československé socialistické republiky a Hrdina Sovětského svazu. Je 87. kosmonautem světa, prvním z jiné země než Sovětského svazu nebo USA, což bylo úspěchem československé kosmonautiky. Evropská kosmická agentura se k němu hlásí jako k „prvnímu evropskému kosmonautovi“.</p>",https://cs.wikipedia.org/wiki/Vladim%C3%ADr_Remek,1,https://upload.wikimedia.org/wikipedia/commons/thumb/3/30/Vladim%C3%ADr_Remek_%282018%29.jpg/256px-Vladim%C3%ADr_Remek_%282018%29.jpg,168,3920,50.125556,14.535278
Jiří Wolker,Prostějov,"<p><b>Jiří Wolker</b>, celým jménem <b>Jiří Karel Wolker</b>, byl český básník, představitel tzv. proletářské poezie.</p>",https://cs.wikipedia.org/wiki/Ji%C5%99%C3%AD_Wolker,1,https://upload.wikimedia.org/wikipedia/commons/1/10/Ji%C5%99%C3%AD_Wolker.jpg,169,3911.5,49.472222,17.110556
Ivana Chýlková,Janáčkova konzervatoř a Gymnázium v Ostravě,<p><b>Ivana Chýlková</b> je česká filmová a divadelní herečka.</p>,https://cs.wikipedia.org/wiki/Ivana_Ch%C3%BDlkov%C3%A1,1,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2a/Ch%C3%BDlkov%C3%A1_Kraus_2019.jpg/274px-Ch%C3%BDlkov%C3%A1_Kraus_2019.jpg,170,3909,49.8383,18.2831
Anežka Česká,Na Františku (Anežský klášter),"<p><b>Anežka Přemyslovna, zvaná Česká</b> se narodila mezi roky 1205 a 1211 okolo 21. ledna, na svátek sv. Anežky Římské, po které dostala jméno, jako česká princezna, pravděpodobně nejmladší dcera českého krále Přemysla Otakara I. a královny Konstancie Uherské. Patřila k nejvýznamnějším představitelkám panovnické dynastie Přemyslovců. Působila jako řeholnice – abatyše kláštera Na Františku a byla také výraznou osobností politického, kulturního a společenského života.</p>",https://cs.wikipedia.org/wiki/Ane%C5%BEka_%C4%8Cesk%C3%A1,1,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c4/AnezkaPremyslovna.jpg/256px-AnezkaPremyslovna.jpg,171,3905,50.092494,14.424861
Ota Pavel,Buštěhrad,"<p><b>Ota Pavel</b>, vlastním jménem <b>Otto Popper</b>, byl český prozaik, novinář a sportovní reportér. Je autorem sportovních a autobiografických próz s tématy z vlastního dětství.</p>",https://cs.wikipedia.org/wiki/Ota_Pavel,1,NA,172,3849,50.15602,14.18905
Albrecht z Valdštejna,Heřmanice,"<p><b>Albrecht Václav Eusebius z Valdštejna</b> byl český vojevůdce a politik, vévoda meklenburský, frýdlantský a kníže hlohovský a zaháňský, vedle Jana Tserclaese Tillyho nejvyšší velitel císařsko-ligistických vojsk během třicetileté války.</p>",https://cs.wikipedia.org/wiki/Albrecht_z_Vald%C5%A1tejna,1,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ef/Albrecht_von_waldstein.jpg/246px-Albrecht_von_waldstein.jpg,173,3843.5,50.37963881,15.91862864
Albrecht z Valdštejna,Universität Altdorf,"<p><b>Albrecht Václav Eusebius z Valdštejna</b> byl český vojevůdce a politik, vévoda meklenburský, frýdlantský a kníže hlohovský a zaháňský, vedle Jana Tserclaese Tillyho nejvyšší velitel císařsko-ligistických vojsk během třicetileté války.</p>",https://cs.wikipedia.org/wiki/Albrecht_z_Vald%C5%A1tejna,1,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ef/Albrecht_von_waldstein.jpg/246px-Albrecht_von_waldstein.jpg,174,3843.5,49.38485,11.356794
Simona Stašová,Akademie múzických umění v Praze,"<p><b>Simona Stašová</b> je česká herečka, dcera herečky Jiřiny Bohdalové a seismologa Břetislava Staše.</p>",https://cs.wikipedia.org/wiki/Simona_Sta%C5%A1ov%C3%A1,1,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Simona_Sta%C5%A1ov%C3%A1_2013.JPG/155px-Simona_Sta%C5%A1ov%C3%A1_2013.JPG,175,3837,50.0875,14.40194444
Antonín Novotný,Letňany,<p><b>Antonín Josef Novotný</b> byl československý politik a funkcionář Komunistické strany Československa. V letech 1953–1968 zastával funkci prvního tajemníka KSČ. Kromě toho během let 1957 až 1968 úřadoval jako třetí československý komunistický prezident a zároveň šestý prezident od vzniku Československa.</p>,https://cs.wikipedia.org/wiki/Anton%C3%ADn_Novotn%C3%BD,1,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Anton%C3%ADn_Novotn%C3%BD_1963b.jpg/224px-Anton%C3%ADn_Novotn%C3%BD_1963b.jpg,176,3823,50.13556,14.51167
Václav I.,Králův Dvůr,"<p><b>Václav I.</b>, zvaný též <b>Jednooký</b>, byl čtvrtý český král z rodu Přemyslovců, druhorozený syn Přemysla Otakara I. a jeho druhé manželky Konstancie Uherské a též bratr svaté Anežky.</p>",https://cs.wikipedia.org/wiki/V%C3%A1clav_I.,1,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a7/V%C3%A1clav_I..jpg/320px-V%C3%A1clav_I..jpg,177,3793,49.949892,14.034517
Vítězslav Nezval,Biskoupky,"<p><b>Vítězslav Nezval</b> byl český básník, spisovatel a překladatel, spoluzakladatel poetismu, vůdčí osobnost českého surrealismu, národní umělec (1953), člen Komunistické strany Československa, vyznamenaný zlatou medailí Světové rady míru.</p>",https://cs.wikipedia.org/wiki/V%C3%ADt%C4%9Bzslav_Nezval,1,https://upload.wikimedia.org/wikipedia/commons/thumb/5/57/V%C3%ADt%C4%9BzslavNezval.png/207px-V%C3%ADt%C4%9BzslavNezval.png,178,3779.5,49.0977242,16.28129285
Antonín Zápotocký,Zákolany,"<p><b>Antonín Zápotocký</b> byl československý komunistický politik, odborový předák a později premiér Československa, který se stal druhým československým komunistickým prezidentem po Klementu Gottwaldovi a pátým od vzniku samostatného Československa. K nejkontroverznějším krokům jeho prezidentského úřadování patří měnová reforma z roku 1953.</p>",https://cs.wikipedia.org/wiki/Anton%C3%ADn_Z%C3%A1potock%C3%BD,1,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c6/Anton%C3%ADn_Z%C3%A1potock%C3%BD_-_Rud%C3%A9_pr%C3%A1vo_-_19.12.1948_.jpg/222px-Anton%C3%ADn_Z%C3%A1potock%C3%BD_-_Rud%C3%A9_pr%C3%A1vo_-_19.12.1948_.jpg,179,3779.5,50.1969961,14.24901651
Michal Tučný,Hoštice (okres Strakonice),"<p><b>Michal Tučný</b> byl český zpěvák, jeden z nejvýznamnějších interpretů české country music.</p>",https://cs.wikipedia.org/wiki/Michal_Tu%C4%8Dn%C3%BD,1,https://upload.wikimedia.org/wikipedia/commons/thumb/0/04/Michal_tu%C4%8Dn%C3%BD_001.jpg/237px-Michal_tu%C4%8Dn%C3%BD_001.jpg,180,3761.5,49.194303,13.909488
Jan Dolanský,Hradec Králové,<p><b>Jan Dolanský</b> je český herec a dabér.</p>,https://cs.wikipedia.org/wiki/Jan_Dolansk%C3%BD,1,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0f/Jan_Dolansk%C3%BD_2015.JPG/264px-Jan_Dolansk%C3%BD_2015.JPG,181,3735.5,50.20916667,15.83194444
Otto Wichterle,Prostějov,"<p><b>Otto Wichterle</b> byl světově proslulý český vědec a vynálezce, pracující zejména v oblasti makromolekulární organické chemie, mezi jejíž zakladatele patřil. Proslulý je především svými objevy a vynálezy, které vedly k zásadnímu zdokonalení a celosvětovému rozšíření měkkých kontaktních čoček. Tyto výsledky vycházely z jeho původní vědecké práce v oblasti hydrogelů. Wichterle se proslavil též objevem umělého polyamidového vlákna – silonu.</p>",https://cs.wikipedia.org/wiki/Otto_Wichterle,1,https://upload.wikimedia.org/wikipedia/commons/thumb/4/48/Prof._Ing._RTDr._Otto_Wichterle.jpg/221px-Prof._Ing._RTDr._Otto_Wichterle.jpg,182,3719,49.47207760017033,17.11193760273386
Miloš Jakeš,České Chalupy,"<p><b>Miloš Jakeš</b> byl český komunistický politik, který v letech 1987–1989 působil jako generální tajemník ÚV KSČ.</p>",https://cs.wikipedia.org/wiki/Milo%C5%A1_Jake%C5%A1,1,https://upload.wikimedia.org/wikipedia/commons/thumb/5/56/M_Jake%C5%A1_2014.JPG/261px-M_Jake%C5%A1_2014.JPG,183,3718,48.9525,14.2333
Miloš Jakeš,Vysoká škola stranická při komitetu Komunistické strany svazku Radzieckého,"<p><b>Miloš Jakeš</b> byl český komunistický politik, který v letech 1987–1989 působil jako generální tajemník ÚV KSČ.</p>",https://cs.wikipedia.org/wiki/Milo%C5%A1_Jake%C5%A1,1,https://upload.wikimedia.org/wikipedia/commons/thumb/5/56/M_Jake%C5%A1_2014.JPG/261px-M_Jake%C5%A1_2014.JPG,184,3718,55.7518748,37.5808237
Václav Neckář,Ústí nad Labem,"<p><b>Václav Neckář</b> je český popový zpěvák a filmový herec, synovec herce Eduarda Dubského, bratr muzikanta Jana Neckáře.</p>",https://cs.wikipedia.org/wiki/V%C3%A1clav_Neck%C3%A1%C5%99,1,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/V%C3%A1clav_Neck%C3%A1%C5%99_2014.JPG/208px-V%C3%A1clav_Neck%C3%A1%C5%99_2014.JPG,185,3707,50.65892065911796,14.041618475850306
Jiří Langmajer,Divadlo pod Palmovkou,"<p><b>Jiří Langmajer</b> je český divadelní, filmový a televizní herec.</p>",https://cs.wikipedia.org/wiki/Ji%C5%99%C3%AD_Langmajer,1,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e9/Neviditeln%C3%AD_%2813%29.jpg/320px-Neviditeln%C3%AD_%2813%29.jpg,186,3695.5,50.105499,14.473055
Iva Janžurová,Národní divadlo,<p><b>Iva Janžurová</b> je česká herečka.</p>,https://cs.wikipedia.org/wiki/Iva_Jan%C5%BEurov%C3%A1,1,https://upload.wikimedia.org/wikipedia/commons/thumb/7/79/Teroristka_%2805%29.jpg/284px-Teroristka_%2805%29.jpg,187,3693.5,50.08094,14.413583
Iva Janžurová,Žirovnice,<p><b>Iva Janžurová</b> je česká herečka.</p>,https://cs.wikipedia.org/wiki/Iva_Jan%C5%BEurov%C3%A1,1,https://upload.wikimedia.org/wikipedia/commons/thumb/7/79/Teroristka_%2805%29.jpg/284px-Teroristka_%2805%29.jpg,188,3693.5,49.25324224,15.18826041
Jaromír Hanzlík,Český Těšín,<p><b>Jaromír Hanzlík</b> je český herec.</p>,https://cs.wikipedia.org/wiki/Jarom%C3%ADr_Hanzl%C3%ADk,1,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7f/Jarom%C3%ADr_Hanzl%C3%ADk_2019.jpg/196px-Jarom%C3%ADr_Hanzl%C3%ADk_2019.jpg,189,3678.5,49.7461108,18.62617039
Lukáš Vaculík,Pražská konzervatoř,<p><b>Lukáš Vaculík</b> je český herec.</p>,https://cs.wikipedia.org/wiki/Luk%C3%A1%C5%A1_Vacul%C3%ADk,1,NA,190,3639,50.08972554033613,14.416137209178135
Vladislav Vančura,2. lékařská fakulta Univerzity Karlovy,"<p>Národní umělec <b>Vladislav Vančura</b> byl český spisovatel, dramatik, filmový režisér, původním povoláním lékař.</p>",https://cs.wikipedia.org/wiki/Vladislav_Van%C4%8Dura,1,https://upload.wikimedia.org/wikipedia/commons/b/b9/Vladislav_Vancura.jpg,191,3611,50.0743,14.4268
Vladislav Vančura,Háj ve Slezsku,"<p>Národní umělec <b>Vladislav Vančura</b> byl český spisovatel, dramatik, filmový režisér, původním povoláním lékař.</p>",https://cs.wikipedia.org/wiki/Vladislav_Van%C4%8Dura,1,https://upload.wikimedia.org/wikipedia/commons/b/b9/Vladislav_Vancura.jpg,192,3611,49.89992307,18.09308399
Anna Polívková,Hudební a taneční fakulta AMU,<p><b>Anna Polívková</b> je česká herečka a komička.</p>,https://cs.wikipedia.org/wiki/Anna_Pol%C3%ADvkov%C3%A1,1,https://upload.wikimedia.org/wikipedia/commons/thumb/6/69/Anna_Pol%C3%ADvkov%C3%A1.jpg/249px-Anna_Pol%C3%ADvkov%C3%A1.jpg,193,3599.5,50.088174,14.402124
Pavel Nedvěd,Cheb,"<p><b>Pavel Nedvěd</b> je bývalý český fotbalový záložník a reprezentant. Nejlepší fotbalista Evropy v roce 2003, dvojnásobný medailista z mistrovství Evropy, vítěz Poháru vítězů pohárů a Superpoháru UEFA, v Česku čtyřikrát vítěz ankety Fotbalista roku a Sportovec roku 2003, mistr Československa a dvojnásobný mistr Česka a Itálie. Pelé ho roku 2004 zařadil mezi 125 nejlepších žijících fotbalistů. Dne 28. října 2015 ho prezident Miloš Zeman vyznamenal medailí Za zásluhy.</p>",https://cs.wikipedia.org/wiki/Pavel_Nedv%C4%9Bd,1,https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/Pavel_Nedv%C4%9Bd.jpg/221px-Pavel_Nedv%C4%9Bd.jpg,194,3597,50.07975917,12.37399559
Jan Hrušínský,Divadlo Na Jezerce,"<p><b>Jan Hrušínský</b> je herec a divadelní ředitel, syn herce Rudolfa Hrušínského (1920–1994).</p>",https://cs.wikipedia.org/wiki/Jan_Hru%C5%A1%C3%ADnsk%C3%BD,1,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ec/%C5%A0plechtov%C3%A1_Hru%C5%A1%C3%ADnsk%C3%BD_2015.JPG/224px-%C5%A0plechtov%C3%A1_Hru%C5%A1%C3%ADnsk%C3%BD_2015.JPG,195,3587,50.05784222058593,14.44388031166036
Zdeněk Hřib,Slavičín,"<p><b>Zdeněk Hřib</b> je český politik, manažer a lékař, od listopadu 2018 primátor hlavního města Prahy, člen České pirátské strany. Roku 2020 ho server Politico zařadil mezi 28 nejvlivnějších osobností Evropy.</p>",https://cs.wikipedia.org/wiki/Zden%C4%9Bk_H%C5%99ib,1,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1a/Zden%C4%9Bk_H%C5%99ib_Praha_2019.jpg/190px-Zden%C4%9Bk_H%C5%99ib_Praha_2019.jpg,196,3573,49.08798379,17.87349334
Biser Arichtev,Ostrava,"<p><b>Biser Arichtev</b> je český režisér, který se proslavil seriálem Vyprávěj nebo První republika.</p>",https://cs.wikipedia.org/wiki/Biser_Arichtev,1,NA,197,3572.5,49.8362174199291,18.29299751349213
Hana Hegerová,Bratislava,"<p><b>Hana Hegerová</b>, rozená <b>Carmen Mária Štefánia (Beatrix) Farkašová-Čelková</b> je slovensko-česká zpěvačka a herečka, označovaná za nekorunovanou královnu československého šansonu. Zahraniční kritici ji nazývají <i>Velkou dámou šansonu</i>, <i>Piaf z Prahy</i>, nebo také <i>Šansoniérkou se slovanskou duší</i>. Prosadila se především jako zpěvačka šansonů, v dobách svého aktivního působení neměla v zemích bývalého Československa žádnou srovnatelnou konkurenci. Široké publikum i odbornou kritiku zaujala hlavně schopností dramaticky interpretovat text. Velké uznání sklidila i v cizině, hlavně v německy mluvících zemích.</p>",https://cs.wikipedia.org/wiki/Hana_Hegerov%C3%A1,1,https://upload.wikimedia.org/wikipedia/commons/thumb/8/86/Hana_Hegerov%C3%A1%2C_foto_Jovan_Dezort_IMG_2624a.jpg/213px-Hana_Hegerov%C3%A1%2C_foto_Jovan_Dezort_IMG_2624a.jpg,198,3564.5,48.14472222,17.11277778
Miloš Kopecký,Divadlo na Vinohradech,<p><b>Miloš Kopecký</b> byl český divadelní a filmový herec. Od roku 1966 do roku 1991 byl ve stálém angažmá v Divadle na Vinohradech.</p>,https://cs.wikipedia.org/wiki/Milo%C5%A1_Kopeck%C3%BD,1,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4d/Karolina_Milo%C5%A1_Kopeck%C3%BD.jpg/302px-Karolina_Milo%C5%A1_Kopeck%C3%BD.jpg,199,3563.5,50.07566861379066,14.43633894276997
Michal Suchánek,Jičín,"<p><b>Michal Suchánek</b> a také známý jako <b>Suchoš</b> je český herec, moderátor, bavič, scenárista, režisér, komik, textař, dabér, humorista a porotce.</p>",https://cs.wikipedia.org/wiki/Michal_Such%C3%A1nek,1,https://upload.wikimedia.org/wikipedia/commons/thumb/8/83/Michal_Such%C3%A1nek_a_Berenika_Such%C3%A1nkov%C3%A1.png/320px-Michal_Such%C3%A1nek_a_Berenika_Such%C3%A1nkov%C3%A1.png,200,3560.5,50.437279,15.351714
Jiří Schelinger,Bousov,"<p><b>Jiří Schelinger</b> byl český rockový zpěvák a skladatel, jedna z předních postav českého rocku.</p>",https://cs.wikipedia.org/wiki/Ji%C5%99%C3%AD_Schelinger,1,https://upload.wikimedia.org/wikipedia/commons/thumb/b/ba/Ji%C5%99%C3%AD_Schelinger_%289%29.jpg/226px-Ji%C5%99%C3%AD_Schelinger_%289%29.jpg,201,3550,49.9017988,15.53548226
Eliška Přemyslovna,Zbraslavský klášter,"<p><b>Eliška Přemyslovna</b> byla dcera českého a polského krále Václava II. a Guty Habsburské, manželka Jana Lucemburského a česká královna. Byla posledním Přemyslovcem na českém trůně.</p>",https://cs.wikipedia.org/wiki/Eli%C5%A1ka_P%C5%99emyslovna,1,https://upload.wikimedia.org/wikipedia/commons/thumb/2/29/Busta_Eli%C5%A1ka_P%C5%99emyslovna.jpg/320px-Busta_Eli%C5%A1ka_P%C5%99emyslovna.jpg,202,3550,49.977917,14.391944
Vlastimil Brodský,Hrušov (Ostrava),"<p><b>Vlastimil Brodský</b>, přáteli a kolegy zvaný <b>Bróďa</b> byl český herec, dlouholetý člen hereckého souboru Divadla na Vinohradech.</p>",https://cs.wikipedia.org/wiki/Vlastimil_Brodsk%C3%BD,1,https://upload.wikimedia.org/wikipedia/commons/8/86/Brodsk%C3%BD_clipped_1975-04-17.jpg,203,3507.5,49.860278,18.303889
Josef Jungmann,Hudlice,"<p><b>Josef Jungmann</b>, někdy také <b>Josef Jakub Jungmann</b>, byl český filolog, lexikograf, spisovatel a překladatel.</p>",https://cs.wikipedia.org/wiki/Josef_Jungmann,1,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/Anton%C3%ADn_Machek_-_Portrait_of_Josef_Jungmann.jpg/240px-Anton%C3%ADn_Machek_-_Portrait_of_Josef_Jungmann.jpg,204,3485.5,49.96105038,13.97069849
Charlotte Ella Gottová,První obnovené reálné gymnázium,"<p><b>Charlotte Ella Gottová</b> je česká zpěvačka, dcera českého zpěváka Karla Gotta a moderátorky Ivany Gottové.</p>",https://cs.wikipedia.org/wiki/Charlotte_Ella_Gottov%C3%A1,1,NA,205,3474,50.112222,14.472694
Olga Lounová,Liberec,"<p><b>Olga Lounová </b>roz. <b>Pytlounová</b> je česká zpěvačka, skladatelka, herečka, závodnice rallye.</p>",https://cs.wikipedia.org/wiki/Olga_Lounov%C3%A1,1,https://upload.wikimedia.org/wikipedia/commons/thumb/4/47/%C4%8Cesk%C3%A1_zp%C4%9Bva%C4%8Dka_a_here%C4%8Dka_Olga_Lounov%C3%A1_na_koncertu_Sv%C4%9Bdom%C3%AD_nelze_koupit%2C_Pra%C5%BEsk%C3%A1_k%C5%99i%C5%BEovatka_6.10.2014.jpg/213px-%C4%8Cesk%C3%A1_zp%C4%9Bva%C4%8Dka_a_here%C4%8Dka_Olga_Lounov%C3%A1_na_koncertu_Sv%C4%9Bdom%C3%AD_nelze_koupit%2C_Pra%C5%BEsk%C3%A1_k%C5%99i%C5%BEovatka_6.10.2014.jpg,206,3470,50.77087471443265,15.059133400495947
Rudolf Hrušínský nejmladší,Praha,<p><b>Rudolf Hrušínský</b> nejmladší je český herec.</p>,https://cs.wikipedia.org/wiki/Rudolf_Hru%C5%A1%C3%ADnsk%C3%BD_nejmlad%C5%A1%C3%AD,1,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1a/Rudolf_Hru%C5%A1%C3%ADnsk%C3%BD_-_Kvaska_presentation_%283%29.JPG/320px-Rudolf_Hru%C5%A1%C3%ADnsk%C3%BD_-_Kvaska_presentation_%283%29.JPG,207,3431,50.08333333,14.41666667
Ivana Trumpová,Zlín,"<p><b>Ivana Marie Trumpová</b>, rozená <b>Zelníčková</b>, je česko-americká podnikatelka, bývalá lyžařka a modelka. V letech 1977–1991 byla první manželkou podnikatele a pozdějšího amerického prezidenta Donalda Trumpa.</p>",https://cs.wikipedia.org/wiki/Ivana_Trumpov%C3%A1,1,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b1/Ivana_Trump.jpg/213px-Ivana_Trump.jpg,208,3431,49.23305556,17.66694444
Sagvan Tofi,Hudební divadlo Karlín,"<p><b>Sagvan Tofi</b> je český herec, zpěvák a model, z otcovy strany je napůl Kurd.</p>",https://cs.wikipedia.org/wiki/Sagvan_Tofi,1,NA,209,3428.5,50.0901,14.441239
Jaroslav Heyrovský,Sorbonne,"<p><b>Jaroslav Heyrovský</b> byl český fyzikální chemik, objevitel a zakladatel polarografie a nositel Nobelovy ceny za chemii z roku 1959.</p>",https://cs.wikipedia.org/wiki/Jaroslav_Heyrovsk%C3%BD,1,https://upload.wikimedia.org/wikipedia/commons/thumb/8/82/Heyrovsky_Jaroslav.jpg/240px-Heyrovsky_Jaroslav.jpg,210,3417,48.8482283560814,2.3438261096029915
Jaroslav Heyrovský,UCL,"<p><b>Jaroslav Heyrovský</b> byl český fyzikální chemik, objevitel a zakladatel polarografie a nositel Nobelovy ceny za chemii z roku 1959.</p>",https://cs.wikipedia.org/wiki/Jaroslav_Heyrovsk%C3%BD,1,https://upload.wikimedia.org/wikipedia/commons/thumb/8/82/Heyrovsky_Jaroslav.jpg/240px-Heyrovsky_Jaroslav.jpg,211,3417,51.5245592,-0.1340401
Jaroslav Heyrovský,Ústav fyzikální chemie AV ČR,"<p><b>Jaroslav Heyrovský</b> byl český fyzikální chemik, objevitel a zakladatel polarografie a nositel Nobelovy ceny za chemii z roku 1959.</p>",https://cs.wikipedia.org/wiki/Jaroslav_Heyrovsk%C3%BD,1,https://upload.wikimedia.org/wikipedia/commons/thumb/8/82/Heyrovsky_Jaroslav.jpg/240px-Heyrovsky_Jaroslav.jpg,212,3417,50.123261,14.465804
Jaroslav Foglar,Benátská (Praha),"<p><b>Jaroslav Foglar</b> byl populární český spisovatel literatury pro mládež, významná osobnost českého skautského hnutí, redaktor několika dětských časopisů a zážitkový vychovatel. Pod skautskou přezdívkou <b>Jestřáb</b> vedl po většinu svého života chlapecký oddíl, Pražskou Dvojku. Část jeho literárního díla přešla v Česku do obecného povědomí a některé jeho pojmy a fráze zlidověly.</p>",https://cs.wikipedia.org/wiki/Jaroslav_Foglar,1,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6a/Jaroslav_Foglar.png/320px-Jaroslav_Foglar.png,213,3392,50.07178,14.42127
